LocalWellNumber,WellDepth,Well_Depth_Meters,WellUse,Active,LastActive_Plugged,LastActive_Plugged_date,DateConstructed,Yield,SerialNumber
5728Z,11,3.3528,Monitor,N,10/01/00,10/01/00,7/1/1988,NN,NN
5984Z,15,4.572,Monitor,N,07/01/04,07/01/04,8/1/1988,NN,NN
5985Z,12,3.6576,Monitor,N,06/01/04,06/01/04,8/1/1988,NN,NN
5986Z,14,4.2672,Monitor,N,06/01/04,06/01/04,8/1/1988,NN,NN
5987Z,11,3.3528,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6048Z,10,3.048,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6049Z,13,3.9624,Monitor,Y,Current,08/02/21,8/1/1988,NN,NN
6547Z,15,4.572,Monitor,Y,Current,08/02/21,10/1/1990,NN,NN
6659Z,0,0,Heat Pump,Y,Current,08/02/21,3/1/1989,NN,NN
6699Z,10,3.048,Monitor,?,1,NN,5/1/1991,NN,5-0815
7183Z,22,6.7056,Recovery,Y,Current,08/02/21,8/1/1993,NN,NN
7708Z,20,6.096,Monitor,N,01/01/00,01/01/00,NN,NN,5-0815
7709Z,12,3.6576,Monitor,N,01/01/00,01/01/00,NN,NN,5-0815
7789Z,18,5.4864,Monitor,Y,Current,08/02/21,10/1/1996,NN,NN
7910Z,0,0,Heat Pump,Y,Current,08/02/21,8/1/1996,NN,NN
7976Z,34,10.3632,Piezometer,N,09/01/03,09/01/03,12/1/1997,NN,NN
7977Z,36,10.9728,Piezometer,N,09/01/03,09/01/03,12/1/1997,NN,NN
7978Z,31,9.4488,Piezometer,N,09/01/03,09/01/03,12/1/1997,NN,NN
8043Z,35,10.668,Piezometer,N,NN,NN,6/1/1998,NN,NN
8044Z,38,11.5824,Piezometer,N,NN,NN,6/1/1998,NN,NN
8045Z,36,10.9728,Piezometer,N,11/01/05,11/01/05,6/1/1998,NN,NN
8046Z,36,10.9728,Piezometer,N,11/01/05,11/01/05,6/1/1998,NN,NN
8047Z,36,10.9728,Piezometer,N,11/01/05,11/01/05,6/1/1998,NN,NN
8048Z,36,10.9728,Piezometer,N,11/01/05,11/01/05,6/1/1998,NN,NN
8049Z,36,10.9728,Piezometer,N,11/01/05,11/01/05,6/1/1998,NN,NN
8050Z,56,17.0688,Piezometer,N,11/01/05,11/01/05,6/1/1998,NN,NN
8051Z,55,16.764,Piezometer,N,NN,NN,6/1/1998,NN,NN
8052Z,56,17.0688,Piezometer,N,09/01/03,09/01/03,6/1/1998,NN,NN
8053Z,75,22.86,Piezometer,N,11/01/05,11/01/05,6/1/1998,NN,NN
8054Z,102,31.0896,Piezometer,N,11/01/05,11/01/05,6/1/1998,NN,NN
8055Z,162,49.3776,Piezometer,N,08/01/01,08/01/01,7/1/1998,NN,NN
8436Z,18,5.4864,Monitor,N,07/01/00,07/01/00,5/1/2000,NN,60109038
8447Z,17,5.1816,Monitor,N,08/01/00,08/01/00,NN,NN,60109038
8448Z,17,5.1816,Monitor,N,08/01/00,08/01/00,NN,NN,60109038
8449Z,17,5.1816,Monitor,N,08/01/00,08/01/00,NN,NN,60109038
8450Z,12,3.6576,Monitor,N,08/01/00,08/01/00,NN,NN,60109038
8751Z,85,25.908,Monitor,Y,Current,08/02/21,11/1/2003,NN,NN
8877Z,455,138.684,Irrigation,Y,Current,08/02/21,11/1/2004,25,NN
8891Z,12,3.6576,Monitor,N,11/01/05,11/01/05,9/1/2004,NN,NN
8892Z,15,4.572,Monitor,N,11/01/05,11/01/05,9/1/2004,NN,NN
8893Z,14,4.2672,Monitor,N,11/01/05,11/01/05,9/1/2004,NN,NN
8897Z,15,4.572,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8916Z,41,12.4968,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8917Z,30,9.144,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8929Z,19,5.7912,Monitor,N,06/01/09,06/01/09,3/1/2005,NN,NN
8930Z,12,3.6576,Monitor,N,06/01/09,06/01/09,3/1/2005,NN,NN
8931Z,12,3.6576,Monitor,N,06/01/09,06/01/09,3/1/2005,NN,NN
8968Z,12,3.6576,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8984Z,170,51.816,Irrigation,Y,Current,08/02/21,6/1/2006,NN,NN
9107Z,14,4.2672,Monitor,N,8/27/2018,08/27/18,3/1/2006,NN,NN
9108Z,14,4.2672,Monitor,N,10/1/2006,10/01/06,3/1/2006,NN,NN
9109Z,14,4.2672,Monitor,N,10/1/2006,10/01/06,3/1/2006,NN,NN
9509Z,250,76.2,Heat Pump,Y,Current,08/02/21,5/1/2010,NN,NN
9573Z,30,9.144,Monitor,N,9/11/2011,09/11/11,3/1/2011,NN,NN
9574Z,30,9.144,Monitor,N,9/11/2011,09/11/11,3/1/2011,NN,NN
9575Z,30,9.144,Monitor,N,9/11/2011,09/11/11,3/1/2011,NN,NN
9576Z,30,9.144,Monitor,N,9/11/2011,09/11/11,2/28/2011,NN,NN
9577Z,30,9.144,Monitor,N,9/11/2011,09/11/11,2/28/2011,NN,NN
9578Z,30,9.144,Monitor,N,9/11/2011,09/11/11,2/28/2011,NN,NN
9579Z,29,8.8392,Monitor,N,9/11/2011,09/11/11,2/28/2011,NN,NN
9891Z,29,8.8392,Piezometer,Y,Current,08/02/21,5/12/2014,NN,NN
9892Z,29,8.8392,Piezometer,Y,Current,08/02/21,5/12/2014,NN,NN
9893Z,24,7.3152,Monitor,N,7/16/2020,07/16/20,5/12/2014,NN,NN
9962Z,26,7.9248,Piezometer,Y,Current,08/02/21,3/20/2015,NN,NN
9963Z,20,6.096,Piezometer,Y,Current,08/02/21,3/20/2015,NN,NN
10004Z,24,7.3152,Monitor,N,7/16/2020,07/16/20,8/18/2016,NN,NN
157,1552,473.0496,Irrigation,Y,Current,08/02/21,6/1/1942,150,NN
554,294,89.6112,Public Supply,N,02/01/00,02/01/00,11/1/1953,500,NN
583,304,92.6592,Domestic,Y,Current,08/02/21,4/1/1956,30,NN
734,504,153.6192,Domestic,Y,Current,08/02/21,1/1/1960,NN,NN
755,325,99.06,Domestic,Y,Current,08/02/21,3/1/1963,NN,NN
778,2586,788.2128,Observation,Y,Current,08/02/21,3/1/1965,43,NN
780A,1622,494.3856,Observation,Y,Current,08/02/21,3/1/1965,49,NN
780B,1913,583.0824,Observation,Y,Current,08/02/21,3/1/1965,11,NN
781,2286,696.7728,Observation,Y,Current,08/02/21,4/1/1965,26,NN
782A,1189,362.4072,Observation,Y,Current,08/02/21,4/1/1965,29,NN
782B,1681,512.3688,Observation,Y,Current,08/02/21,4/1/1965,18,NN
792A,1831,558.0888,Observation,Y,Current,08/02/21,7/1/1965,20,NN
792B,2286,696.7728,Observation,Y,Current,08/02/21,7/1/1965,21,NN
823,582,177.3936,Observation,Y,Current,08/02/21,8/1/1967,NN,NN
824,581,177.0888,Observation,Y,Current,08/02/21,9/1/1967,NN,NN
825,475,144.78,Observation,Y,Current,08/02/21,9/1/1967,NN,NN
1239,295,89.916,Irrigation,Y,Current,08/02/21,8/1/1984,60,NN
1351,500,152.4,Irrigation,Y,Current,08/02/21,6/1/2005,1200,NN
5140Z,281,85.6488,Rig Supply,N,4/8/2016,04/08/16,12/1/1984,NN,196033
5354Z,250,76.2,Heat Pump,Y,Current,08/02/21,11/1/1985,NN,NN
5358Z,200,60.96,Heat Pump,Y,Current,08/02/21,5/1/1986,NN,NN
5458Z,16,4.8768,Monitor,Y,Current,08/02/21,12/1/1986,NN,NN
5459Z,16,4.8768,Monitor,Y,Current,08/02/21,12/1/1986,NN,NN
5460Z,16,4.8768,Monitor,Y,Current,08/02/21,12/1/1986,NN,NN
5461Z,16,4.8768,Monitor,Y,Current,08/02/21,12/1/1986,NN,NN
5584Z,300,91.44,Heat Pump,Y,Current,08/02/21,7/1/1987,NN,NN
5597Z,200,60.96,Heat Pump,Y,Current,08/02/21,7/1/1987,NN,NN
5635Z,250,76.2,Heat Pump,Y,Current,08/02/21,1/1/1988,NN,NN
5638Z,11,3.3528,Monitor,Y,Current,08/02/21,2/1/1988,NN,60109066
5798Z,300,91.44,Heat Pump,Y,Current,08/02/21,9/1/1988,NN,NN
6081Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1989,NN,NN
6082Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1989,NN,NN
6083Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1989,NN,NN
6084Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1989,NN,NN
6085Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1989,NN,NN
6123Z,16,4.8768,Monitor,Y,Current,08/02/21,3/1/1989,NN,3980101
6124Z,16,4.8768,Monitor,N,06/01/99,06/01/99,3/1/1989,NN,3980101
6125Z,16,4.8768,Monitor,Y,Current,08/02/21,3/1/1989,NN,3980101
6126Z,16,4.8768,Monitor,N,06/01/99,06/01/99,3/1/1989,NN,3980101
6127Z,16,4.8768,Monitor,N,NN,NN,3/1/1989,NN,3980101
6128Z,16,4.8768,Monitor,N,06/01/99,06/01/99,3/1/1989,NN,3980101
6129Z,16,4.8768,Monitor,Y,Current,08/02/21,3/1/1989,NN,3980101
6130Z,16,4.8768,Monitor,N,06/01/99,06/01/99,3/1/1989,NN,3980101
6198Z,12,3.6576,Monitor,Y,Current,08/02/21,5/1/1989,NN,NN
6199Z,12,3.6576,Monitor,Y,Current,08/02/21,5/1/1989,NN,NN
6302Z,20,6.096,Monitor,Y,Current,08/02/21,10/1/1989,NN,NN
6303Z,16,4.8768,Monitor,Y,Current,08/02/21,10/1/1989,NN,NN
6304Z,17,5.1816,Monitor,Y,Current,08/02/21,10/1/1989,NN,NN
6361Z,200,60.96,Heat Pump,Y,Current,08/02/21,4/1/1989,NN,NN
6504Z,35,10.668,Monitor,N,7/31/2018,07/31/18,6/1/1990,NN,NN
6505Z,20,6.096,Monitor,N,7/31/2018,07/31/18,6/1/1990,NN,NN
6544Z,14,4.2672,Monitor,Y,Current,08/02/21,10/1/1990,NN,3980005
6665Z,250,76.2,Heat Pump,Y,Current,08/02/21,3/1/1991,NN,NN
6876Z,16,4.8768,Monitor,N,06/01/99,06/01/99,9/1/1992,NN,3980101
6877Z,16,4.8768,Monitor,N,06/01/99,06/01/99,9/1/1992,NN,3980101
6878Z,16,4.8768,Monitor,N,06/01/99,06/01/99,9/1/1992,NN,3980101
7234Z,12,3.6576,Monitor,Y,Current,08/02/21,12/1/1993,NN,NN
7302Z,0,0,Heat Pump,Y,Current,08/02/21,3/1/1994,NN,NN
7317Z,20,6.096,Monitor,Y,Current,08/02/21,5/1/1994,NN,NN
7318Z,20,6.096,Monitor,Y,Current,08/02/21,5/1/1994,NN,NN
7571Z,13,3.9624,Recovery,N,06/01/99,06/01/99,12/1/1994,NN,43980101
7572Z,19,5.7912,Recovery,N,06/01/99,06/01/99,12/1/1994,NN,43980101
7573Z,13,3.9624,Recovery,N,06/01/99,06/01/99,12/1/1994,NN,43980101
7574Z,13,3.9624,Recovery,N,06/01/99,06/01/99,12/1/1994,NN,43980101
7575Z,12,3.6576,Monitor,N,06/01/99,06/01/99,12/1/1994,NN,43980101
8032Z,270,82.296,Domestic,Y,Current,08/02/21,5/1/1998,NN,NN
8122Z,12,3.6576,Monitor,N,04/01/01,04/01/01,3/1/1999,NN,NN
8123Z,12,3.6576,Monitor,N,NN,NN,3/1/1999,NN,NN
8124Z,12,3.6576,Monitor,N,04/01/01,04/01/01,3/1/1999,NN,NN
8125Z,10,3.048,Monitor,N,02/01/03,02/01/03,3/1/1999,NN,NN
8126Z,29,8.8392,Monitor,N,02/01/03,02/01/03,3/1/1999,NN,NN
8127Z,10,3.048,Monitor,N,02/01/03,02/01/03,3/1/1999,NN,NN
8128Z,10,3.048,Monitor,N,11/01/02,11/01/02,3/1/1999,NN,NN
8245Z,15,4.572,Monitor,N,06/01/04,06/01/04,9/1/1999,NN,NN
8246Z,16,4.8768,Monitor,N,06/01/04,06/01/04,9/1/1999,NN,NN
8247Z,16,4.8768,Monitor,N,07/01/02,07/01/02,9/1/1999,NN,NN
8248Z,16,4.8768,Monitor,N,07/01/02,07/01/02,9/1/1999,NN,NN
8249Z,16,4.8768,Monitor,N,07/01/02,07/01/02,9/1/1999,NN,NN
8405Z,15,4.572,Monitor,N,06/01/04,06/01/04,6/1/2000,NN,NN
8521Z,14,4.2672,Monitor,N,12/01/03,12/01/03,5/1/2001,NN,NN
8522Z,18,5.4864,Monitor,N,12/01/03,12/01/03,5/1/2001,NN,NN
8523Z,12,3.6576,Monitor,N,12/01/03,12/01/03,5/1/2001,NN,NN
8524Z,14,4.2672,Monitor,N,12/01/03,12/01/03,5/1/2001,NN,NN
8525Z,12,3.6576,Monitor,N,12/01/03,12/01/03,5/1/2001,NN,NN
8536Z,265,80.772,Irrigation,Y,Current,08/02/21,6/1/2001,NN,NN
8648Z,19,5.7912,Monitor,N,06/01/04,06/01/04,8/1/2002,NN,NN
8653Z,14,4.2672,Monitor,N,07/01/03,07/01/03,9/1/2002,NN,5-3838
8654Z,14,4.2672,Monitor,N,07/01/03,07/01/03,9/1/2002,NN,5-3838
8748Z,48,14.6304,Monitor,Y,Current,08/02/21,9/1/2003,NN,NN
8777Z,14,4.2672,Monitor,N,07/01/04,07/01/04,11/1/2003,NN,NN
8778Z,14,4.2672,Monitor,N,07/01/04,07/01/04,11/1/2003,NN,NN
8779Z,14,4.2672,Monitor,N,07/01/04,07/01/04,11/1/2003,NN,NN
8780Z,14,4.2672,Monitor,N,07/01/04,07/01/04,11/1/2003,NN,NN
8885Z,59,17.9832,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8886Z,56,17.0688,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8887Z,56,17.0688,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8898Z,24,7.3152,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8899Z,29,8.8392,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8900Z,45,13.716,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8901Z,46,14.0208,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8905Z,58,17.6784,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8906Z,42,12.8016,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8937Z,31,9.4488,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8938Z,27,8.2296,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8939Z,38,11.5824,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8940Z,41,12.4968,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8941Z,40,12.192,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8942Z,41,12.4968,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8943Z,36,10.9728,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8944Z,41,12.4968,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8945Z,24,7.3152,Piezometer,Y,Current,08/02/21,1/1/2005,NN,NN
8946Z,42,12.8016,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8970Z,31,9.4488,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8971Z,49,14.9352,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8972Z,25,7.62,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8973Z,26,7.9248,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8974Z,43,13.1064,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8985Z,46,14.0208,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8987Z,47,14.3256,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8988Z,53,16.1544,Piezometer,N,12/01/09,12/01/09,3/1/2005,NN,NN
9276Z,230,70.104,Irrigation,Y,Current,08/02/21,7/1/2007,NN,NN
9484Z,27,8.2296,Recovery,N,4/10/2012,04/10/12,11/1/2009,NN,NN
9485Z,27,8.2296,Monitor,N,4/10/2012,04/10/12,11/1/2009,NN,NN
9520Z,294,89.6112,Irrigation,Y,Current,08/02/21,5/1/2010,NN,NN
9580Z,27,8.2296,Monitor,N,9/11/2011,09/11/11,3/4/2011,NN,NN
9582Z,25,7.62,Monitor,N,9/11/2011,09/11/11,3/3/2011,NN,NN
9583Z,30,9.144,Monitor,N,9/11/2011,09/11/11,3/3/2011,NN,NN
9584Z,15,4.572,Monitor,N,9/11/2011,09/11/11,3/3/2011,NN,NN
9585Z,35,10.668,Monitor,N,9/11/2011,09/11/11,3/2/2011,NN,NN
9594Z,20,6.096,Monitor,N,9/11/2011,09/11/11,3/3/2011,NN,NN
9621Z,20,6.096,Monitor,N,9/11/2011,09/11/11,3/9/2011,NN,NN
9622Z,20,6.096,Monitor,N,9/11/2011,09/11/11,3/7/2011,NN,NN
9623Z,20,6.096,Monitor,N,9/11/2011,09/11/11,3/4/2011,NN,NN
9624Z,20,6.096,Monitor,N,9/11/2011,09/11/11,3/8/2011,NN,NN
9625Z,20,6.096,Monitor,N,9/11/2011,09/11/11,3/8/2011,NN,NN
9626Z,17,5.1816,Monitor,N,9/11/2011,09/11/11,3/4/2011,NN,NN
9735Z,67,20.4216,Dewatering,Y,Current,08/02/21,4/23/2012,0.85,NN
9736Z,67,20.4216,Dewatering,Y,Current,08/02/21,4/24/2012,40,NN
9737Z,67,20.4216,Dewatering,Y,Current,08/02/21,4/26/2012,0.38,NN
9738Z,67,20.4216,Dewatering,Y,Current,08/02/21,4/25/2012,1.5,NN
9883Z,15,4.572,Monitor,N,5/24/2017,05/24/17,3/20/2014,NN,NN
1428,42,12.8016,Dewatering,Y,Current,08/02/21,6/1/2015,NN,NN
1429,46,14.0208,Dewatering,Y,Current,08/02/21,6/2/2015,NN,NN
1430,45,13.716,Dewatering,Y,Current,08/02/21,6/3/2015,NN,NN
1431,45,13.716,Dewatering,Y,Current,08/02/21,6/4/2015,NN,NN
9969Z,280,85.344,Irrigation,Y,Current,08/02/21,11/9/2015,NN,NN
9970Z,250,76.2,Irrigation,N,11/9/2015,11/09/15,NN,NN,NN
10178Z,185,56.388,Irrigation,Y,Current,08/02/21,10/13/2020,80,NN
586,372,113.3856,Irrigation,N,09/01/99,09/01/99,5/1/1956,2100,NN
738,290,88.392,Cathodic,Y,Current,08/02/21,4/1/1962,NN,NN
739,187,56.9976,Cathodic,Y,Current,08/02/21,5/1/1962,NN,NN
768,280,85.344,Domestic,Y,Current,08/02/21,6/1/1964,NN,NN
783A,2179,664.1592,Observation,Y,Current,08/02/21,5/1/1965,17,NN
783B,2675,815.34,Observation,Y,Current,08/02/21,5/1/1965,28,NN
794,2709,825.7032,Observation,Y,Current,08/02/21,7/1/1965,38,NN
819,322,98.1456,Observation,Y,Current,08/02/21,9/1/1967,NN,NN
820,259,78.9432,Observation,Y,Current,08/02/21,8/1/1967,NN,NN
821,560,170.688,Observation,Y,Current,08/02/21,8/1/1967,NN,NN
822,573,174.6504,Observation,Y,Current,08/02/21,8/1/1967,NN,NN
868,602,183.4896,Observation,Y,Current,08/02/21,2/1/1971,20,NN
869,599,182.5752,Observation,Y,Current,08/02/21,3/1/1971,35,NN
871,685,208.788,Observation,Y,Current,08/02/21,3/1/1971,NN,NN
876,635,193.548,Observation,Y,Current,08/02/21,7/1/1971,25,NN
1013,352,107.2896,Other,Y,Current,08/02/21,3/1/1979,1500,NN
1014,334,101.8032,Other,Y,Current,08/02/21,2/1/1979,2100,NN
1024,315,96.012,Irrigation,Y,Current,08/02/21,5/1/1980,500,NN
1026,504,153.6192,Heat Pump,Y,Current,08/02/21,8/1/1980,NN,NN
1028,2238,682.1424,Observation,Y,Current,08/02/21,5/1/1981,22,NN
1042,220,67.056,Dewatering,Y,Current,08/02/21,9/1/1983,800,NN
1043,220,67.056,Dewatering,Y,Current,08/02/21,8/1/1983,1000,NN
1044,220,67.056,Dewatering,Y,Current,08/02/21,8/1/1983,1102,NN
1045,220,67.056,Dewatering,Y,Current,08/02/21,10/1/1983,1000,NN
1046,220,67.056,Dewatering,Y,Current,08/02/21,9/1/1983,1000,NN
1130,361,110.0328,Irrigation,Y,Current,08/02/21,10/1/1983,300,NN
1133,205,62.484,Other,Y,Current,08/02/21,7/1/1985,100,NN
1217,305,92.964,Public Supply,Y,Current,08/02/21,1/1/1990,20,NN
1364,320,97.536,Irrigation,Y,Current,08/02/21,8/1/2007,NN,NN
5363Z,250,76.2,Heat Pump,Y,Current,08/02/21,6/1/1986,NN,NN
5382Z,300,91.44,Heat Pump,Y,Current,08/02/21,8/1/1986,NN,NN
5823Z,25,7.62,Monitor,N,11/01/04,11/01/04,4/1/1992,NN,NN
5824Z,25,7.62,Monitor,N,11/01/04,11/01/04,4/1/1992,NN,NN
5905Z,16,4.8768,Recovery,N,06/01/99,06/01/99,6/1/1992,NN,3980101
6019Z,13,3.9624,Monitor,N,11/01/04,11/01/04,8/1/1988,NN,NN
6020Z,13,3.9624,Monitor,N,11/01/04,11/01/04,8/1/1988,NN,NN
6021Z,13,3.9624,Monitor,N,11/01/04,11/01/04,8/1/1988,NN,NN
6022Z,10,3.048,Monitor,Y,Current,08/02/21,9/1/1988,NN,NN
6023Z,10,3.048,Monitor,Y,Current,08/02/21,9/1/1988,NN,NN
6378Z,13,3.9624,Monitor,Y,Current,08/02/21,1/1/1990,NN,17001
6408Z,15,4.572,Monitor,N,7/27/2016,07/27/16,2/1/1990,NN,NN
6409Z,16,4.8768,Monitor,N,7/27/2016,07/27/16,2/1/1990,NN,NN
6410Z,20,6.096,Monitor,N,7/27/2016,07/27/16,2/1/1990,NN,NN
6466Z,15,4.572,Monitor,Y,Current,08/02/21,3/1/1990,NN,NN
6467Z,15,4.572,Monitor,Y,Current,08/02/21,3/1/1990,NN,NN
6537Z,352,107.2896,Piezometer,Y,Current,08/02/21,8/1/1990,NN,NN
6538Z,175,53.34,Piezometer,Y,Current,08/02/21,8/1/1990,NN,NN
6539Z,100,30.48,Piezometer,Y,Current,08/02/21,8/1/1990,NN,NN
6540Z,40,12.192,Piezometer,Y,Current,08/02/21,8/1/1990,NN,NN
6714Z,250,76.2,Heat Pump,Y,Current,08/02/21,8/1/1990,NN,NN
7772Z,14,4.2672,Monitor,N,11/01/04,11/01/04,3/1/1996,NN,8064
7773Z,14,4.2672,Monitor,N,11/01/04,11/01/04,3/1/1996,NN,8064
7774Z,14,4.2672,Monitor,N,11/01/04,11/01/04,3/1/1996,NN,8064
8149Z,11,3.3528,Monitor,N,04/01/99,04/01/99,NN,NN,NN
8150Z,11,3.3528,Monitor,N,04/01/99,04/01/99,NN,NN,NN
8151Z,11,3.3528,Monitor,N,04/01/99,04/01/99,NN,NN,NN
8152Z,11,3.3528,Monitor,N,04/01/99,04/01/99,NN,NN,NN
8153Z,11,3.3528,Monitor,N,04/01/99,04/01/99,NN,NN,NN
8460Z,15,4.572,Monitor,N,11/01/04,11/01/04,NN,NN,#8064
8461Z,15,4.572,Monitor,N,11/01/04,11/01/04,NN,NN,#8064
8539Z,180,54.864,Domestic,N,6/10/2010,06/10/10,11/1/1999,NN,NN
8622Z,32,9.7536,Monitor,N,8/1/2002,08/01/02,4/1/2002,NN,NN
8623Z,15,4.572,Monitor,N,8/1/2002,08/01/02,4/1/2002,NN,NN
8624Z,15,4.572,Monitor,N,8/1/2002,08/01/02,4/1/2002,NN,NN
8625Z,15,4.572,Monitor,N,8/1/2002,08/01/02,4/1/2002,NN,NN
8640Z,14,4.2672,Monitor,N,10/01/02,10/01/02,7/1/2002,NN,NN
8641Z,14,4.2672,Monitor,N,10/01/02,10/01/02,7/1/2002,NN,NN
8642Z,14,4.2672,Monitor,N,10/01/02,10/01/02,7/1/2002,NN,NN
8643Z,14,4.2672,Monitor,N,10/01/02,10/01/02,7/1/2002,NN,NN
8647Z,14,4.2672,Monitor,N,10/01/02,10/01/02,7/1/2002,NN,NN
8730Z,30,9.144,Piezometer,Y,Current,08/02/21,6/1/2003,NN,NN
8731Z,21,6.4008,Piezometer,Y,Current,08/02/21,6/1/2003,NN,NN
8732Z,18,5.4864,Piezometer,Y,Current,08/02/21,6/1/2003,NN,NN
8796Z,15,4.572,Monitor,N,05/01/09,05/01/09,4/1/2004,NN,NN
8797Z,15,4.572,Monitor,N,05/01/09,05/01/09,4/1/2004,NN,NN
8798Z,15,4.572,Monitor,N,05/01/09,05/01/09,4/1/2004,NN,NN
8799Z,12,3.6576,Monitor,N,05/01/09,05/01/09,4/1/2004,NN,NN
8805Z,28,8.5344,Piezometer,Y,Current,08/02/21,6/1/2004,NN,NN
8921Z,25,7.62,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8922Z,23,7.0104,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8923Z,20,6.096,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8932Z,44,13.4112,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8975Z,13,3.9624,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
8986Z,55,16.764,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
9245Z,15,4.572,Monitor,N,05/01/09,05/01/09,4/1/2007,NN,NN
9246Z,15,4.572,Monitor,N,05/01/09,05/01/09,4/1/2007,NN,NN
9247Z,15,4.572,Monitor,N,05/01/09,05/01/09,4/1/2007,NN,NN
9248Z,15,4.572,Monitor,N,05/01/09,05/01/09,4/1/2007,NN,NN
9526Z,160,48.768,Irrigation,Y,Current,08/02/21,6/14/2010,80,NN
9758Z,17,5.1816,Monitor,Y,Current,08/02/21,5/8/2012,NN,NN
9759Z,18,5.4864,Monitor,Y,Current,08/02/21,5/8/2012,NN,NN
9760Z,76,23.1648,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9761Z,48,14.6304,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9762Z,20,6.096,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9763Z,44,13.4112,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9764Z,20,6.096,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9765Z,46,14.0208,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9766Z,20,6.096,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9767Z,40,12.192,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9768Z,44,13.4112,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9769Z,72,21.9456,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9771Z,25,7.62,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9772Z,40,12.192,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9773Z,36,10.9728,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9774Z,72,21.9456,Monitor,N,5/8/2012,05/08/12,5/8/2012,NN,NN
9910Z,15,4.572,Piezometer,Y,Current,08/02/21,8/29/2014,NN,NN
9911Z,15,4.572,Piezometer,Y,Current,08/02/21,8/29/2014,NN,NN
9954Z,15,4.572,Monitor,N,10/23/2013,10/23/13,NN,NN,NN
9993Z,145,44.196,Rig Supply,N,4/9/2016,04/09/16,3/11/2016,NN,249356
10184Z,40,12.192,Relief,Y,Current,08/02/21,11/11/2020,NN,NN
10185Z,40,12.192,Relief,Y,Current,08/02/21,11/12/2020,NN,NN
10186Z,40,12.192,Relief,Y,Current,08/02/21,11/12/2020,NN,NN
10187Z,40,12.192,Relief,Y,Current,08/02/21,11/12/2020,NN,NN
1454,40,12.192,Relief,Y,Current,08/02/21,1/13/2021,NN,NN
